"full_name","neo","pha","a","e","i","om","w","ma","diameter","extent","rot_per","GM","n","epoch","moid","per_y","producer"
"620096 Curupira (2016 HL)",Y,Y,1.813,0.6157,5.15,232.69,252.07,195.15,,,2.93,,0.4038,2460600.5,0.00784,2.44,"Otto Matic"
"620099 (2016 OP5)",Y,Y,1.616,0.4523,8.24,79.52,291.04,338.29,,,,,0.4799,2460600.5,0.0455,2.05,"Otto Matic"
"620100 (2016 WJ1)",Y,Y,1.34,0.5031,2.89,81.99,87.77,345.15,,,2.68,,0.6355,2460600.5,0.000146,1.55,"Otto Matic"
"620103 (2018 LC3)",Y,Y,1.346,0.5479,44.36,111.17,76.26,55.37,,,,,0.6312,2460600.5,0.0499,1.56,"Otto Matic"
"620107 (2020 XK7)",Y,Y,2.012,0.5593,8.08,197.59,26.95,81.97,,,40.9,,0.3454,2460600.5,0.0403,2.85,"Otto Matic"
"621890 (2011 PO1)",Y,Y,2.515,0.6346,5.74,210.64,166.79,98.78,,,,,0.2471,2460600.5,0.0343,3.99,"Otto Matic"
"627157 (2008 OX1)",Y,Y,1.206,0.2776,29.74,304.82,281.35,138.09,,,,,0.7441,2460600.5,0.036,1.32,"Otto Matic"
"657084 (2016 GT220)",Y,Y,1.608,0.3799,23.65,3.09,27.02,244.19,,,,,0.4835,2460600.5,0.0243,2.04,"Otto Matic"
"660096 (1998 SL36)",Y,Y,1.391,0.4181,19.06,353.08,116.80,253.30,,,,,0.6009,2460600.5,0.0197,1.64,"Otto Matic"
"666729 (2010 TV149)",Y,Y,1.699,0.5188,9.79,78.58,42.90,76.23,,,,,0.445,2460600.5,0.0443,2.21,"Otto Matic"
"667255 (2011 EG17)",Y,Y,1.38,0.4188,20.11,170.10,241.55,210.56,,,,,0.6078,2460600.5,0.0434,1.62,"Otto Matic"
"668949 (2012 PP28)",Y,Y,1.989,0.6067,5.67,254.05,133.68,100.32,,,,,0.3513,2460600.5,0.0265,2.81,"Otto Matic"
"669051 (2012 SD22)",Y,Y,1.964,0.5727,7.91,140.22,313.83,105.48,,,,,0.3581,2460600.5,0.0167,2.75,"Otto Matic"
"669555 (2012 YQ1)",Y,Y,1.998,0.5627,5.15,120.01,42.26,50.22,,,,,0.349,2460600.5,0.00575,2.82,"Otto Matic"
"671294 (2014 JO25)",Y,Y,2.066,0.8867,25.16,30.28,49.91,201.55,,,4.5286,,0.3319,2460600.5,0.00684,2.97,"Otto Matic"
"671970 (2014 QO296)",Y,Y,1.835,0.4701,10.94,193.51,30.72,59.12,,,,,0.3964,2460600.5,0.0147,2.49,"Otto Matic"
"672457 (2014 UR116)",Y,Y,2.07,0.7278,6.57,5.81,286.96,142.70,,,17.751,,0.3309,2460600.5,0.0292,2.98,"Otto Matic"
"672745 (2014 WV363)",Y,Y,1.846,0.5158,5.53,77.95,210.03,18.13,,,,,0.393,2460600.5,0.0294,2.51,"Otto Matic"
"673011 (2015 AR45)",Y,Y,1.385,0.7013,9.23,114.35,239.63,38.07,,,,,0.6044,2460600.5,0.0176,1.63,"Otto Matic"
"673713 (2015 FQ117)",Y,Y,0.8606,0.6205,4.55,293.85,63.12,178.08,,,,,1.235,2460600.5,0.0281,0.798,"Otto Matic"
"674590 (2015 RH2)",Y,Y,1.218,0.2666,5.36,332.38,115.37,210.05,,,10.672,,0.7333,2460600.5,0.0119,1.34,"Otto Matic"
"675603 (2015 XE352)",Y,Y,1.335,0.3891,2.05,45.18,225.54,45.42,,,6.9182,,0.6388,2460600.5,0.0147,1.54,"Otto Matic"
"678413 (2017 SV20)",Y,Y,1.303,0.3054,22.73,110.86,119.66,52.25,,,,,0.6625,2460600.5,0.00928,1.49,"Otto Matic"
"678715 (2017 VV14)",Y,Y,2.24,0.8450,15.89,77.93,234.76,48.24,,,,,0.294,2460600.5,0.0493,3.35,"Otto Matic"
"678927 (2018 BP)",Y,Y,1.557,0.3977,3.33,183.28,216.51,197.14,,,0.9476,,0.5075,2460600.5,0.00307,1.94,"Otto Matic"
"678976 (2018 EH4)",Y,Y,2.06,0.6126,6.19,2.83,75.23,104.41,,,,,0.3333,2460600.5,0.0241,2.96,"Otto Matic"
"679440 (2019 GT2)",Y,Y,1.84,0.5108,6.74,88.38,343.89,158.02,,,,,0.395,2460600.5,0.0439,2.5,"Otto Matic"
"679655 (2020 BS12)",Y,Y,1.49,0.7457,4.63,311.97,90.29,241.41,,,,,0.5418,2460600.5,0.0356,1.82,"Otto Matic"
"679656 (2020 BP13)",Y,Y,1.568,0.3525,8.14,208.99,357.32,93.49,,,,,0.5021,2460600.5,0.0129,1.96,"Otto Matic"
"679786 (2020 QG3)",Y,Y,2.089,0.5654,7.43,186.56,229.76,113.31,,,,,0.3265,2460600.5,0.0162,3.02,"Otto Matic"
"679814 (2020 TH5)",Y,Y,1.425,0.3985,4.60,175.77,326.46,54.43,,,,,0.5795,2460600.5,0.0346,1.7,"Otto Matic"
"679885 (2021 NQ5)",Y,Y,1.611,0.4937,1.42,115.35,299.07,166.37,,,,,0.4818,2460600.5,7.29e-05,2.05,"Otto Matic"
"686964 (2011 GM44)",Y,Y,0.7817,0.5191,49.33,10.82,37.53,308.26,,,,,1.426,2460600.5,0.022,0.691,"Otto Matic"
"696513 (2016 NL56)",Y,Y,1.407,0.5450,4.60,340.90,87.43,270.79,,,,,0.5908,2460600.5,0.00357,1.67,"Otto Matic"
"712200 (2014 SM143)",Y,Y,1.206,0.4226,24.21,28.81,89.64,153.82,,,2.91,,0.7445,2460600.5,0.00531,1.32,"Otto Matic"
"719194 (2018 PL23)",Y,Y,1.567,0.7870,14.35,178.29,293.68,341.87,,,,,0.5024,2460600.5,0.0314,1.96,"Otto Matic"
